Hours_Studied,Attendance(%),Previous_Scores,Parental_Education_Level,Gender,Exam_Score
17,73,58,College,Male,64
9,69,92,Postgraduate,Male,65
18,96,52,College,Female,68
24,62,90,College,Male,67
12,67,65,High School,Male,61
26,82,74,High School,Female,68
23,79,77,High School,Male,68
16,62,88,High School,Female,62
19,60,94,High School,Female,62
30,100,90,High School,Male,74
24,86,79,High School,Female,68
20,75,67,College,Male,66
19,79,76,,Male,67
20,71,52,High School,Male,65
17,74,62,High School,Male,66
7,86,68,Postgraduate,Male,67
32,95,66,College,Male,76
21,67,55,High School,Female,66
22,94,53,College,Female,68
20,65,71,College,Female,63
16,69,54,College,Female,65
19,61,64,High School,Male,63
10,66,74,High School,Male,59
34,97,60,High School,Male,74
13,78,54,College,Male,62
14,63,72,High School,Female,59
17,98,72,High School,Male,71
28,95,96,Postgraduate,Male,73
20,90,56,High School,Male,68
13,97,81,High School,Male,68
28,69,66,College,Male,66
24,93,56,College,Male,69
23,88,70,High School,Female,70
24,95,71,High School,Male,74
34,92,68,College,Female,75
33,74,88,College,Male,71
16,91,92,High School,Male,71
30,70,57,College,Female,65
22,73,58,Postgraduate,Male,65
23,64,71,Postgraduate,Male,65
10,97,66,Postgraduate,Female,67
19,72,91,,Male,67
15,81,100,Postgraduate,Male,67
25,76,59,College,Female,71
26,98,88,College,Female,72
8,73,80,College,Male,62
20,91,82,College,Male,70
27,94,63,College,Female,72
19,77,55,College,Male,64
24,75,77,College,Male,66
22,90,81,High School,Male,69
22,97,98,College,Female,71
18,90,84,High School,Male,68
13,69,72,High School,Female,63
13,96,100,High School,Male,71
24,76,69,High School,Male,65
20,83,58,High School,Female,66
19,93,81,College,Female,68
17,68,63,High School,Male,61
18,91,96,Postgraduate,Male,71
26,84,71,High School,Female,70
18,96,57,High School,Female,66
12,67,57,College,Male,61
24,77,82,High School,Male,67
19,93,68,Postgraduate,Female,72
20,61,68,High School,Female,65
30,64,81,College,Female,68
20,100,61,College,Male,70
22,71,57,High School,Male,63
13,99,83,Postgraduate,Female,69
19,67,50,High School,Male,62
24,74,95,Postgraduate,Female,71
11,90,59,High School,Male,64
21,86,72,High School,Male,69
21,83,61,Postgraduate,Male,71
20,81,61,High School,Female,63
26,94,92,High School,Female,72
22,69,79,College,Male,66
29,78,66,High School,Male,69
14,66,63,High School,Male,60
21,84,61,High School,Female,68
21,70,78,College,Male,65
14,73,87,College,Female,67
26,79,63,High School,Male,66
34,61,67,Postgraduate,Male,68
20,64,86,High School,Female,63
23,87,87,College,Male,73
21,77,60,College,Male,66
16,95,69,College,Male,67
9,88,93,Postgraduate,Male,66
16,60,87,High School,Male,60
12,85,58,Postgraduate,Male,67
30,64,69,High School,Female,67
19,91,99,High School,Female,70
18,100,76,High School,Female,69
25,81,86,Postgraduate,Male,68
13,87,55,High School,Female,67
15,69,92,College,Male,63
20,78,80,College,Male,70
26,94,59,High School,Female,71
23,67,69,High School,Female,67
21,71,54,High School,Male,64
20,78,89,College,Female,66
22,88,87,Postgraduate,Male,70
21,75,75,High School,Male,65
14,97,73,College,Male,68
20,64,73,Postgraduate,Female,65
14,75,52,Postgraduate,Male,65
20,88,68,College,Female,69
17,69,56,High School,Female,63
35,86,59,College,Female,70
20,67,98,College,Male,64
12,62,63,High School,Female,62
19,65,74,High School,Female,66
23,97,94,High School,Male,73
30,82,71,Postgraduate,Female,72
16,92,76,Postgraduate,Male,68
11,73,58,College,Male,62
25,84,64,High School,Male,67
12,80,75,High School,Male,62
17,98,68,High School,Male,72
18,90,52,High School,Male,67
20,89,70,High School,Female,68
24,62,91,High School,Female,65
16,82,56,High School,Female,79
18,79,51,High School,Male,66
20,97,56,High School,Female,68
21,70,84,Postgraduate,Male,65
21,71,90,High School,Female,67
23,76,52,College,Male,67
25,70,94,High School,Male,67
22,65,81,College,Female,68
23,94,76,High School,Male,72
11,82,63,High School,Male,65
20,94,69,High School,Female,65
23,93,97,College,Male,70
24,71,96,High School,Male,67
16,82,81,College,Male,68
16,63,79,College,Male,63
17,97,61,High School,Male,68
23,76,98,Postgraduate,Female,69
26,76,88,High School,Male,66
18,72,69,High School,Female,64
25,78,91,High School,Male,69
21,70,61,High School,Male,62
19,75,61,High School,Female,65
19,92,90,High School,Female,70
24,93,78,High School,Female,72
22,72,78,High School,Female,66
34,79,79,High School,Male,70
15,95,56,High School,Male,67
23,62,67,Postgraduate,Female,65
17,96,79,Postgraduate,Male,68
15,69,62,High School,Male,62
20,87,75,Postgraduate,Male,68
21,83,78,High School,Female,69
38,82,97,College,Male,72
19,94,62,High School,Male,65
13,64,72,Postgraduate,Male,63
22,74,99,College,Female,68
8,82,59,College,Male,62
19,92,89,Postgraduate,Male,69
20,69,59,High School,Female,65
25,92,93,High School,Female,74
26,76,74,High School,Female,70
17,68,99,High School,Female,65
19,90,59,College,Male,70
15,64,84,College,Male,59
13,81,85,High School,Male,63
22,63,86,College,Female,64
12,74,55,Postgraduate,Male,63
18,84,64,High School,Female,67
14,82,67,High School,Female,65
23,76,66,College,Male,67
31,77,84,,Male,73
12,69,53,College,Male,64
9,78,87,Postgraduate,Male,65
19,98,76,High School,Male,72
20,94,59,High School,Female,72
21,66,61,College,Male,66
17,61,55,College,Male,62
19,97,73,College,Male,68
22,81,80,College,Female,67
26,82,79,Postgraduate,Female,69
8,91,98,High School,Female,67
18,73,65,College,Female,63
21,79,88,High School,Male,65
14,99,86,College,Male,71
30,87,53,Postgraduate,Male,70
16,66,97,Postgraduate,Male,68
20,65,97,College,Female,65
23,68,70,High School,Male,68
16,91,71,College,Male,69
9,72,91,High School,Female,62
17,61,75,College,Female,62
26,98,90,Postgraduate,Female,72
18,67,52,Postgraduate,Male,64
15,60,63,High School,Female,58
26,69,55,College,Male,66
18,69,73,Postgraduate,Male,64
17,77,93,College,Female,68
21,97,78,Postgraduate,Female,69
25,95,76,High School,Male,71
34,78,68,College,Male,71
25,76,53,High School,Male,67
27,82,88,High School,Male,71
17,70,79,High School,Female,64
14,62,97,High School,Male,62
20,98,72,High School,Female,70
21,67,70,Postgraduate,Female,63
14,68,99,High School,Female,66
19,79,57,High School,Male,65
22,80,63,College,Male,69
22,61,74,High School,Male,63
23,66,76,College,Male,64
22,75,77,High School,Male,66
17,87,61,High School,Female,67
17,69,96,College,Male,66
13,77,85,Postgraduate,Female,65
31,82,63,Postgraduate,Male,72
20,96,65,High School,Female,70
19,73,94,College,Female,67
14,65,69,College,Male,64
38,80,78,College,Female,72
14,90,56,High School,Female,65
17,64,63,High School,Female,62
22,77,71,High School,Female,67
24,61,83,High School,Male,64
26,61,64,Postgraduate,Male,63
31,79,98,College,Male,72
23,72,61,High School,Male,66
14,94,89,Postgraduate,Female,70
18,84,68,Postgraduate,Female,66
22,78,92,High School,Male,70
32,76,96,High School,Female,67
12,80,59,High School,Female,64
27,62,75,,Male,67
21,96,58,College,Male,72
25,100,85,High School,Male,72
19,67,92,Postgraduate,Female,68
15,65,69,Postgraduate,Female,64
25,66,70,High School,Male,66
24,86,60,College,Male,68
26,86,65,High School,Female,66
20,94,66,High School,Female,70
16,90,58,Postgraduate,Female,70
11,78,65,High School,Female,62
25,85,95,College,Male,69
23,88,66,College,Male,69
14,81,64,College,Male,66
17,79,69,Postgraduate,Female,68
17,86,98,Postgraduate,Male,71
11,82,88,Postgraduate,Female,64
15,86,60,College,Male,67
13,85,88,High School,Female,68
18,89,88,,Male,67
16,86,98,Postgraduate,Male,68
10,81,95,High School,Female,69
32,87,55,High School,Male,71
28,78,73,High School,Female,68
15,70,85,College,Male,65
22,60,99,College,Male,63
23,82,54,High School,Female,65
27,84,68,Postgraduate,Female,72
15,99,75,College,Male,67
27,74,71,High School,Female,69
17,76,73,Postgraduate,Male,67
12,68,68,College,Male,64
24,63,99,High School,Female,62
28,91,90,High School,Male,71
36,70,87,,Male,70
13,84,71,College,Male,64
24,88,94,Postgraduate,Male,69
18,79,55,High School,Female,65
25,95,57,College,Female,73
11,78,98,High School,Female,64
12,71,78,Postgraduate,Female,64
15,96,58,Postgraduate,Male,70
20,94,97,College,Male,70
16,67,99,High School,Male,64
24,61,94,College,Female,64
26,64,62,High School,Male,66
24,71,64,College,Male,66
30,99,70,High School,Female,74
22,82,79,College,Female,69
13,75,100,Postgraduate,Male,67
28,96,98,High School,Male,73
16,78,96,Postgraduate,Female,66
25,73,54,High School,Female,67
29,98,88,College,Male,75
23,94,94,High School,Male,73
11,94,67,High School,Female,67
14,80,61,College,Female,65
28,92,87,High School,Female,71
19,67,55,High School,Male,63
20,83,97,High School,Female,68
25,99,58,High School,Male,72
24,72,73,High School,Male,67
22,92,99,College,Female,71
19,80,99,Postgraduate,Male,67
18,62,89,Postgraduate,Female,66
25,91,92,High School,Male,72
23,67,98,College,Female,64
18,85,96,College,Male,68
26,63,81,High School,Female,65
19,98,87,Postgraduate,Male,74
15,72,80,College,Female,65
15,69,75,High School,Female,63
14,65,94,Postgraduate,Male,65
18,98,87,High School,Male,70
27,88,93,High School,Male,71
15,90,55,College,Female,66
21,80,79,College,Male,69
16,79,66,College,Male,67
18,64,76,High School,Male,64
11,82,81,High School,Female,67
19,70,92,High School,Male,67
19,99,52,High School,Male,70
23,92,58,Postgraduate,Female,71
21,77,96,High School,Female,68
13,66,98,High School,Male,65
27,91,53,Postgraduate,Female,70
21,65,67,High School,Female,64
21,68,50,High School,Male,67
20,68,88,High School,Male,63
17,82,84,High School,Female,65
21,91,78,High School,Male,70
23,73,85,College,Male,67
10,63,77,High School,Male,60
17,79,62,High School,Female,64
18,90,88,High School,Female,65
22,69,89,High School,Female,64
27,69,93,College,Male,67
15,98,98,High School,Female,71
17,98,87,High School,Female,69
17,100,53,High School,Male,70
15,92,51,College,Female,69
18,68,87,High School,Male,69
25,68,53,College,Female,64
14,74,66,Postgraduate,Male,63
23,73,57,College,Male,67
10,98,98,College,Female,66
17,92,66,High School,Female,69
18,89,53,College,Male,69
30,67,97,,Male,69
18,96,80,College,Male,72
7,93,52,High School,Female,65
8,67,92,College,Male,63
20,95,58,College,Male,69
24,71,90,College,Male,69
22,63,80,College,Female,64
21,86,59,College,Male,69
27,86,88,Postgraduate,Male,72
17,64,73,College,Male,62
25,73,82,High School,Male,66
10,100,93,High School,Female,65
15,87,63,College,Female,69
9,89,68,High School,Female,65
18,69,100,High School,Male,67
20,63,75,High School,Female,63
21,71,78,High School,Male,66
20,70,64,High School,Male,61
14,69,71,High School,Female,64
19,68,75,Postgraduate,Male,64
11,83,63,College,Male,65
28,73,62,Postgraduate,Female,68
18,93,80,High School,Male,69
17,67,59,High School,Female,61
30,79,78,Postgraduate,Female,72
13,61,85,College,Male,61
13,79,60,College,Male,66
13,62,87,College,Male,60
20,99,68,Postgraduate,Male,69
23,92,100,College,Male,72
24,80,99,High School,Female,69
35,63,90,College,Male,71
7,84,67,College,Male,64
24,90,97,High School,Male,71
17,68,100,High School,Male,64
16,83,73,College,Female,67
16,93,81,Postgraduate,Male,67
15,91,50,High School,Female,66
30,92,52,College,Male,73
25,95,75,High School,Male,73
20,98,80,College,Male,70
28,76,66,College,Male,70
11,83,55,Postgraduate,Female,62
12,92,89,Postgraduate,Male,68
7,88,71,High School,Female,65
16,100,82,High School,Male,73
21,61,83,College,Female,65
21,74,77,College,Male,66
21,71,59,College,Male,64
12,70,81,High School,Male,63
25,69,66,College,Male,62
21,88,91,Postgraduate,Female,70
24,63,60,High School,Male,65
9,90,65,High School,Male,64
22,88,72,Postgraduate,Male,70
13,70,87,High School,Male,62
18,70,86,High School,Female,67
23,85,67,Postgraduate,Female,66
21,90,76,College,Female,74
15,95,62,High School,Male,69
20,94,89,High School,Female,70
11,99,60,College,Female,68
27,83,91,Postgraduate,Male,70
19,96,97,High School,Male,71
27,92,100,Postgraduate,Female,73
17,96,93,High School,Male,69
17,60,61,Postgraduate,Female,61
15,99,71,College,Male,68
25,79,54,Postgraduate,Male,66
16,92,58,High School,Female,67
24,65,52,Postgraduate,Female,64
18,76,82,College,Male,67
8,71,77,High School,Female,61
17,72,96,High School,Male,65
13,65,73,Postgraduate,Female,62
20,92,82,High School,Female,69
13,60,70,College,Female,61
26,73,91,High School,Male,69
19,67,96,College,Male,64
19,84,72,High School,Female,65
24,70,54,High School,Female,64
26,70,58,Postgraduate,Male,68
20,80,86,High School,Female,67
15,86,66,College,Male,68
9,65,89,High School,Male,61
16,67,87,College,Male,69
16,70,85,High School,Male,64
21,99,91,College,Male,74
18,76,88,College,Female,66
24,84,82,High School,Male,68
16,70,50,Postgraduate,Male,65
20,80,76,College,Female,66
27,63,80,High School,Female,66
22,61,98,College,Female,65
20,79,83,College,Male,67
16,76,79,Postgraduate,Female,65
16,65,77,High School,Male,63
15,88,55,High School,Male,67
17,100,71,High School,Male,70
25,76,57,Postgraduate,Male,68
19,85,53,College,Male,66
12,99,66,Postgraduate,Female,67
31,93,82,High School,Male,72
22,79,93,High School,Female,68
12,89,91,High School,Male,66
17,65,65,High School,Male,62
21,80,52,High School,Male,65
30,71,70,High School,Female,67
13,66,66,College,Female,62
26,77,69,High School,Female,66
28,65,78,College,Female,67
16,88,52,High School,Female,68
18,78,69,Postgraduate,Female,66
14,81,78,College,Female,68
19,66,72,High School,Male,62
20,66,83,College,Male,64
24,83,59,High School,Male,68
27,99,58,Postgraduate,Male,71
16,64,65,High School,Male,63
8,71,55,College,Male,62
20,95,62,College,Male,69
22,63,54,High School,Male,62
21,95,70,High School,Female,71
18,81,86,College,Male,69
21,76,64,High School,Male,66
29,72,50,High School,Female,64
22,72,78,Postgraduate,Male,65
18,72,85,High School,Male,68
17,95,70,High School,Male,69
19,89,65,Postgraduate,Male,68
30,87,75,College,Male,71
19,92,55,High School,Male,66
20,70,82,High School,Male,65
17,85,87,,Female,68
27,78,85,College,Male,72
32,91,66,Postgraduate,Female,75
23,72,92,College,Male,67
20,86,97,High School,Male,67
20,95,65,College,Female,70
6,76,63,College,Male,64
24,63,85,High School,Female,65
21,81,85,Postgraduate,Male,68
23,74,76,College,Female,67
16,87,96,College,Male,66
18,98,57,Postgraduate,Male,69
18,79,74,High School,Female,64
26,79,52,Postgraduate,Female,68
18,86,53,High School,Male,68
32,64,53,College,Female,65
23,70,75,High School,Male,65
12,97,79,High School,Male,65
19,87,50,High School,Female,67
16,61,82,High School,Female,63
7,68,74,High School,Female,62
30,87,61,High School,Male,73
24,91,51,High School,Male,72
23,94,58,High School,Female,71
21,72,80,High School,Male,67
12,97,83,College,Male,66
17,82,82,High School,Male,68
25,88,58,Postgraduate,Male,70
14,84,96,Postgraduate,Male,66
5,65,71,College,Male,56
19,99,88,High School,Female,71
19,65,58,Postgraduate,Female,64
21,70,74,Postgraduate,Male,65
24,93,76,High School,Male,70
24,85,89,Postgraduate,Male,70
22,94,81,High School,Male,71
27,81,70,High School,Female,70
11,75,64,College,Female,62
23,97,99,High School,Female,72
24,61,64,High School,Female,62
13,94,56,College,Male,67
11,69,65,College,Male,58
16,94,66,College,Female,69
16,66,56,College,Female,60
25,83,85,College,Male,72
16,96,81,High School,Male,66
15,79,66,College,Female,66
16,90,100,High School,Male,69
27,92,83,College,Female,70
20,89,85,Postgraduate,Female,70
19,97,78,College,Male,70
19,78,78,College,Female,67
28,67,51,High School,Female,67
16,62,89,High School,Female,59
28,70,96,,Male,67
21,66,56,Postgraduate,Male,65
19,82,90,College,Male,68
35,67,77,College,Male,71
14,62,64,College,Male,61
18,61,96,High School,Male,63
13,93,51,High School,Female,67
26,84,64,College,Male,69
30,74,94,High School,Male,70
30,96,74,High School,Male,69
27,63,80,High School,Female,66
19,99,87,High School,Female,70
18,85,57,Postgraduate,Male,67
10,67,61,High School,Female,61
32,87,100,Postgraduate,Male,74
23,91,62,College,Male,70
17,77,77,High School,Female,66
28,94,65,High School,Female,73
14,66,93,High School,Male,62
22,71,98,High School,Female,65
19,64,57,High School,Female,62
24,68,80,Postgraduate,Male,64
20,70,91,High School,Male,63
11,97,91,High School,Male,69
20,63,72,Postgraduate,Male,63
26,77,61,College,Male,67
20,81,69,High School,Female,65
25,96,88,High School,Male,71
14,100,100,Postgraduate,Female,71
20,90,78,Postgraduate,Male,69
16,99,60,Postgraduate,Male,71
24,91,52,High School,Male,68
20,99,97,High School,Male,70
24,88,74,Postgraduate,Male,71
27,63,86,Postgraduate,Female,68
24,76,83,High School,Female,69
22,86,95,College,Male,71
14,74,63,College,Female,63
20,71,72,Postgraduate,Male,66
17,83,96,College,Male,67
18,97,79,High School,Male,71
18,61,54,College,Female,59
14,91,60,High School,Male,67
8,89,62,High School,Male,66
16,99,100,High School,Female,72
21,97,61,Postgraduate,Female,70
12,90,93,High School,Female,68
20,81,54,College,Female,63
31,68,59,Postgraduate,Female,69
26,82,94,High School,Male,67
30,91,95,College,Female,75
22,96,59,High School,Female,67
27,92,61,Postgraduate,Male,74
16,68,77,Postgraduate,Male,66
16,84,53,High School,Male,65
4,73,97,High School,Male,60
27,60,68,High School,Female,63
29,68,74,Postgraduate,Male,69
17,65,55,High School,Male,64
18,94,52,College,Female,68
15,70,73,,Male,63
22,71,56,Postgraduate,Male,65
27,98,82,High School,Female,74
10,75,90,Postgraduate,Male,65
22,60,52,High School,Female,61
18,71,81,High School,Male,66
21,65,91,High School,Male,67
23,64,72,College,Male,66
19,63,98,Postgraduate,Male,69
19,84,56,High School,Female,65
19,68,66,High School,Female,65
26,74,62,High School,Female,66
23,94,100,Postgraduate,Male,73
21,77,65,High School,Female,64
12,97,69,High School,Female,67
18,80,92,College,Male,67
25,76,96,High School,Female,68
20,90,97,College,Male,71
24,63,78,High School,Male,64
31,64,83,High School,Female,67
26,86,67,High School,Female,68
21,79,80,College,Male,67
17,92,65,College,Male,70
5,97,87,High School,Female,64
19,76,65,High School,Female,63
18,84,94,High School,Male,71
22,80,57,Postgraduate,Male,64
19,99,79,High School,Male,70
18,93,76,College,Female,70
9,96,63,High School,Male,67
14,70,51,College,Male,62
23,91,57,High School,Male,69
30,71,98,High School,Female,69
19,68,97,College,Female,62
22,98,56,College,Female,70
26,61,69,High School,Male,66
15,99,73,High School,Male,69
22,66,74,Postgraduate,Female,65
16,93,65,High School,Female,66
25,71,96,High School,Female,69
21,74,95,High School,Female,66
22,69,51,High School,Female,65
15,83,83,Postgraduate,Female,66
24,74,54,,Female,63
33,86,80,Postgraduate,Female,72
14,61,93,High School,Male,62
18,63,82,High School,Male,64
21,64,73,College,Female,61
25,77,98,High School,Male,70
17,93,87,High School,Female,67
3,96,62,High School,Male,66
28,70,69,High School,Male,66
25,83,88,College,Male,68
10,91,51,Postgraduate,Male,67
16,72,53,College,Male,65
29,76,93,College,Male,70
29,81,52,College,Female,69
26,65,84,Postgraduate,Male,68
19,61,66,High School,Male,61
20,66,91,High School,Male,65
19,85,92,College,Female,71
27,63,98,High School,Female,66
15,68,55,High School,Female,62
15,74,71,Postgraduate,Male,61
26,63,79,High School,Male,67
20,68,96,High School,Female,66
28,96,63,High School,Female,71
16,61,54,College,Male,62
20,86,60,Postgraduate,Male,67
14,75,75,High School,Male,64
20,87,84,High School,Male,68
11,84,85,College,Female,67
17,69,54,High School,Male,63
11,94,88,High School,Male,70
24,80,83,High School,Male,67
24,93,70,High School,Female,71
10,76,79,High School,Female,62
28,99,88,High School,Female,75
35,91,63,High School,Male,72
20,99,97,College,Female,73
16,81,57,High School,Male,64
37,79,95,High School,Male,73
12,90,87,Postgraduate,Male,66
20,95,83,High School,Female,69
21,99,54,College,Male,70
28,73,96,Postgraduate,Female,70
22,92,65,High School,Male,71
17,68,87,College,Male,64
14,82,94,Postgraduate,Male,71
18,67,62,High School,Male,63
14,74,96,College,Male,68
20,97,81,College,Male,71
17,66,83,High School,Male,65
11,85,96,High School,Male,66
28,84,76,High School,Male,72
17,65,72,College,Male,65
12,73,82,High School,Male,60
19,83,78,Postgraduate,Male,67
20,67,53,Postgraduate,Male,65
10,92,59,High School,Female,64
22,99,51,High School,Male,72
14,69,55,High School,Male,62
30,67,86,High School,Female,67
23,78,50,Postgraduate,Female,67
18,90,65,College,Female,69
16,71,72,College,Female,65
19,61,97,College,Male,62
24,82,66,Postgraduate,Male,69
20,98,89,College,Female,72
19,76,70,College,Female,63
20,77,55,College,Female,64
16,99,55,College,Female,67
18,88,72,Postgraduate,Male,70
7,89,53,High School,Male,64
26,83,79,High School,Female,69
22,99,75,High School,Female,72
15,88,85,Postgraduate,Female,69
31,96,59,High School,Female,75
21,88,80,Postgraduate,Male,67
14,89,59,College,Male,67
25,72,86,High School,Female,66
22,72,65,High School,Male,64
22,91,81,High School,Male,68
17,72,94,High School,Male,66
23,83,74,Postgraduate,Male,69
18,70,60,College,Male,65
23,93,94,High School,Female,70
9,64,68,High School,Male,57
17,93,87,College,Male,69
30,84,66,Postgraduate,Female,70
15,67,65,College,Male,63
16,82,82,Postgraduate,Female,66
17,71,58,High School,Male,64
13,73,93,Postgraduate,Female,65
7,74,69,High School,Male,64
19,63,51,High School,Male,62
21,99,65,College,Female,71
20,61,89,Postgraduate,Female,64
19,86,93,High School,Male,72
20,75,78,College,Female,64
26,86,65,Postgraduate,Male,71
19,74,76,College,Female,68
17,87,92,College,Male,68
18,89,66,College,Male,68
23,88,69,High School,Male,69
28,65,77,College,Male,67
16,86,94,High School,Male,66
21,71,79,Postgraduate,Male,65
22,61,60,High School,Male,63
14,77,54,High School,Male,62
20,77,55,College,Male,67
11,79,98,High School,Female,65
9,88,91,College,Female,66
22,72,88,High School,Female,66
18,73,75,College,Female,64
21,62,84,High School,Female,67
20,87,56,College,Female,67
14,83,81,High School,Male,61
20,74,91,High School,Male,66
13,88,53,College,Male,66
28,81,65,High School,Male,67
12,79,56,High School,Female,64
19,80,63,High School,Male,64
14,85,89,College,Male,67
23,86,67,College,Female,68
18,72,84,High School,Male,64
17,66,89,College,Male,63
25,66,91,College,Male,68
20,86,94,High School,Female,64
23,95,80,High School,Female,70
14,76,64,College,Male,64
12,67,58,High School,Male,59
21,90,75,High School,Male,71
18,93,55,High School,Male,67
24,95,96,Postgraduate,Female,73
20,84,72,High School,Male,66
21,94,94,College,Male,73
10,61,85,High School,Female,62
31,64,93,High School,Female,69
19,64,94,Postgraduate,Female,66
24,89,53,High School,Male,68
15,63,86,High School,Male,65
22,80,61,College,Male,67
12,79,99,High School,Female,64
23,72,89,High School,Male,67
18,95,50,High School,Female,66
20,67,96,High School,Female,68
24,74,65,College,Male,68
13,91,71,College,Male,64
16,61,81,High School,Female,63
23,87,96,College,Female,72
33,93,96,Postgraduate,Female,75
19,97,78,High School,Male,71
24,95,66,High School,Male,71
19,73,64,College,Female,66
32,83,68,High School,Female,71
10,63,59,Postgraduate,Male,61
21,70,83,High School,Male,65
10,64,76,High School,Female,58
5,73,89,High School,Male,62
22,95,55,College,Female,69
21,74,70,Postgraduate,Male,65
18,82,62,High School,Female,69
19,77,77,College,Female,68
39,78,73,College,Male,70
18,99,72,High School,Female,72
23,72,66,Postgraduate,Female,66
16,85,86,High School,Female,68
22,77,74,College,Male,67
19,62,60,College,Female,61
18,80,77,College,Female,64
31,93,80,High School,Male,74
27,64,51,High School,Female,64
21,63,60,Postgraduate,Male,64
6,66,62,Postgraduate,Male,61
18,91,62,High School,Male,71
36,89,62,College,Male,72
19,83,64,Postgraduate,Female,68
27,79,63,College,Female,69
29,96,94,High School,Male,74
21,91,66,College,Female,70
15,92,67,Postgraduate,Male,69
5,93,63,Postgraduate,Male,64
24,86,98,Postgraduate,Male,71
15,78,77,College,Male,65
21,95,81,High School,Male,71
13,97,87,Postgraduate,Female,71
18,61,67,Postgraduate,Male,66
20,62,98,High School,Male,64
22,98,58,,Male,70
13,71,73,High School,Male,61
27,95,57,High School,Female,71
16,76,90,Postgraduate,Male,65
10,65,55,High School,Female,59
19,63,78,College,Male,63
20,66,55,Postgraduate,Female,64
21,70,73,College,Male,63
28,80,64,Postgraduate,Female,70
19,88,95,High School,Male,70
19,99,53,College,Male,72
13,78,82,College,Female,65
25,81,85,Postgraduate,Female,71
21,81,94,Postgraduate,Male,70
17,82,94,High School,Female,66
9,81,99,High School,Female,64
29,60,63,Postgraduate,Male,64
13,60,64,College,Male,59
16,64,70,High School,Male,65
22,64,77,High School,Male,66
13,88,68,High School,Female,67
11,68,87,High School,Male,62
7,96,50,College,Male,65
24,97,51,Postgraduate,Female,73
17,99,86,College,Male,70
38,98,94,Postgraduate,Female,75
14,71,89,Postgraduate,Female,66
14,80,56,Postgraduate,Female,65
17,67,97,Postgraduate,Female,64
21,92,76,College,Male,70
17,96,87,High School,Male,71
24,94,60,High School,Male,68
14,77,77,College,Male,64
12,90,67,High School,Female,67
9,64,99,High School,Male,65
7,62,74,Postgraduate,Female,62
17,90,88,College,Female,68
18,77,80,College,Male,66
16,100,55,College,Male,69
27,64,77,High School,Male,68
27,94,77,College,Female,71
18,79,86,College,Female,68
9,93,66,College,Male,64
17,93,93,College,Male,66
16,97,81,High School,Male,70
16,72,52,College,Female,60
16,98,85,College,Male,69
16,66,95,College,Male,65
18,63,84,High School,Female,66
16,77,69,High School,Female,64
21,93,80,College,Female,71
22,79,59,College,Male,66
15,93,80,High School,Female,66
28,89,75,High School,Male,68
14,68,51,High School,Male,63
10,98,66,College,Female,66
22,62,60,College,Male,61
15,96,70,College,Male,70
22,72,62,College,Female,68
6,80,92,Postgraduate,Male,65
28,77,85,Postgraduate,Female,69
24,67,87,College,Male,67
11,74,68,High School,Male,62
11,68,50,High School,Female,61
30,68,61,Postgraduate,Female,70
16,67,88,College,Male,65
15,80,80,High School,Female,65
6,92,77,High School,Male,66
18,83,64,High School,Female,66
19,96,54,College,Male,69
24,85,89,High School,Female,70
12,88,52,High School,Male,63
11,87,53,High School,Female,64
23,78,65,College,Female,65
26,88,79,High School,Male,71
11,63,100,High School,Female,61
26,94,55,High School,Male,69
20,91,74,High School,Male,69
27,70,80,High School,Female,66
20,91,91,High School,Male,72
5,61,84,College,Male,60
19,69,90,College,Male,62
26,63,76,High School,Female,66
15,91,72,High School,Male,69
18,90,81,Postgraduate,Male,69
19,93,95,High School,Female,71
3,60,78,Postgraduate,Female,57
30,80,80,Postgraduate,Female,72
15,88,67,High School,Female,66
23,66,80,College,Female,66
19,86,81,College,Male,70
28,63,88,High School,Male,67
22,67,79,College,Female,65
19,79,60,High School,Female,63
15,86,79,College,Female,68
25,66,65,High School,Male,63
9,67,54,College,Male,63
24,68,91,College,Female,68
13,70,53,College,Female,60
28,69,82,High School,Female,67
21,76,99,College,Male,65
24,86,54,College,Male,68
20,78,61,High School,Female,62
9,91,88,Postgraduate,Female,65
15,89,55,High School,Male,66
24,65,92,High School,Male,67
21,62,50,High School,Female,60
27,95,94,Postgraduate,Female,74
22,63,53,High School,Male,62
14,66,96,College,Male,61
15,61,93,High School,Male,63
21,85,77,College,Male,66
6,83,89,Postgraduate,Female,65
30,99,54,Postgraduate,Male,72
23,95,57,High School,Female,70
27,76,68,Postgraduate,Female,71
11,75,77,College,Male,64
27,72,93,College,Male,70
33,66,77,High School,Male,68
12,66,83,High School,Male,61
25,65,84,High School,Male,68
20,65,94,Postgraduate,Female,64
11,70,89,High School,Female,64
23,72,99,Postgraduate,Female,71
25,98,51,College,Female,72
16,83,60,College,Female,66
27,100,97,High School,Female,74
10,75,90,Postgraduate,Male,65
11,78,63,High School,Female,64
21,73,99,College,Male,69
20,67,93,College,Male,62
16,66,53,Postgraduate,Male,62
25,98,91,Postgraduate,Female,72
23,99,89,High School,Female,73
25,62,61,Postgraduate,Female,64
19,66,83,High School,Female,65
24,77,99,High School,Male,70
17,67,84,Postgraduate,Female,66
32,75,91,College,Female,70
15,65,55,High School,Female,63
33,78,86,High School,Male,69
20,71,60,High School,Male,64
12,74,54,Postgraduate,Female,63
28,64,78,Postgraduate,Male,66
21,77,88,College,Female,68
