Date,Product,Category,Region,Quantity,Sales($)
31-12-2024,Smartwatch,Wearables,East,4,1303.97
31-12-2024,Laptop,Computers,West,4,4768.85
01-01-2025,Headphones,Accessories,South,4,491.97
01-01-2025,Smartwatch,Wearables,South,3,953.76
01-01-2025,Mouse,Accessories,North,3,152.55
01-01-2025,Smartphone,Mobile,South,1,602.72
02-01-2025,Keyboard,Accessories,South,2,176.34
02-01-2025,Smartphone,Mobile,East,3,1917.59
02-01-2025,Laptop,Computers,Central,4,3689.48
03-01-2025,Laptop,Computers,Central,6,5571.72
04-01-2025,Mouse,Accessories,North,2,100
04-01-2025,Keyboard,Accessories,Central,4,346
04-01-2025,Smartwatch,Wearables,South,4,1107.62
04-01-2025,Keyboard,Accessories,East,4,327.6
04-01-2025,Tablet,Mobile,East,3,1316.57
04-01-2025,Mouse,Accessories,North,2,93.58
05-01-2025,Laptop,Computers,South,4,4023.6
05-01-2025,Speaker,Audio,Central,1,151.6
05-01-2025,Tablet,Mobile,North,4,1970.34
05-01-2025,Headphones,Accessories,East,4,542.16
06-01-2025,Tablet,Mobile,Central,1,457.43
06-01-2025,Webcam,Accessories,West,2,202.96
06-01-2025,Monitor,Computers,South,4,1766.2
06-01-2025,Mouse,Accessories,North,4,178
07-01-2025,Smartwatch,Wearables,East,6,1438.56
07-01-2025,Webcam,Accessories,West,2,198.26
08-01-2025,Monitor,Computers,North,1,383.54
08-01-2025,Mouse,Accessories,Central,3,145.89
08-01-2025,Smartphone,Mobile,West,3,2116.32
08-01-2025,Laptop,Computers,South,2,1840.19
09-01-2025,Monitor,Computers,South,2,677.91
10-01-2025,Smartphone,Mobile,North,5,3577.03
10-01-2025,Mouse,Accessories,Central,4,152.25
10-01-2025,Headphones,Accessories,South,4,533.63
11-01-2025,Headphones,Accessories,East,4,461.48
11-01-2025,Tablet,Mobile,East,4,2095.66
12-01-2025,Webcam,Accessories,West,1,93.65
12-01-2025,Smartwatch,Wearables,Central,5,1568.85
13-01-2025,Smartphone,Mobile,South,5,3371.85
14-01-2025,Speaker,Audio,South,3,457.01
14-01-2025,Keyboard,Accessories,East,4,389.28
14-01-2025,Monitor,Computers,Central,1,331.1
14-01-2025,Keyboard,Accessories,East,5,440.85
15-01-2025,Speaker,Audio,North,4,578.24
15-01-2025,Webcam,Accessories,West,3,298.29
16-01-2025,Webcam,Accessories,Central,3,321.99
16-01-2025,Laptop,Computers,West,6,5464.32
16-01-2025,Monitor,Computers,South,3,988.13
17-01-2025,Laptop,Computers,Central,3,2540.46
18-01-2025,Laptop,Computers,North,1,986.46
18-01-2025,Monitor,Computers,Central,4,1658.64
18-01-2025,Tablet,Mobile,West,2,1029.04
18-01-2025,Keyboard,Accessories,North,2,175.24
18-01-2025,Smartphone,Mobile,North,5,3224.39
18-01-2025,Smartwatch,Wearables,Central,5,1182.72
19-01-2025,Keyboard,Accessories,East,3,242.33
19-01-2025,Monitor,Computers,West,3,1069.61
19-01-2025,Headphones,Accessories,South,3,385.98
20-01-2025,Keyboard,Accessories,West,4,282.18
20-01-2025,Smartwatch,Wearables,South,3,895.62
20-01-2025,Speaker,Audio,North,2,338.22
20-01-2025,Mouse,Accessories,Central,3,138.11
20-01-2025,Laptop,Computers,South,2,1726.97
21-01-2025,Smartphone,Mobile,East,2,1151.68
21-01-2025,Speaker,Audio,Central,3,509.41
22-01-2025,Mouse,Accessories,West,6,262.76
22-01-2025,Smartwatch,Wearables,East,3,706.27
22-01-2025,Smartwatch,Wearables,North,3,832.41
23-01-2025,Monitor,Computers,West,2,771.44
23-01-2025,Keyboard,Accessories,West,5,405.09
23-01-2025,Speaker,Audio,Central,4,669.24
23-01-2025,Tablet,Mobile,South,4,2158.12
23-01-2025,Headphones,Accessories,South,3,383.65
24-01-2025,Headphones,Accessories,East,2,261.76
24-01-2025,Tablet,Mobile,North,2,1104.9
25-01-2025,Smartwatch,Wearables,East,4,1097.76
25-01-2025,Monitor,Computers,West,4,1582.17
25-01-2025,Monitor,Computers,South,3,1020
25-01-2025,Smartphone,Mobile,East,5,3050.48
25-01-2025,Speaker,Audio,West,4,651.34
26-01-2025,Speaker,Audio,West,3,563.55
26-01-2025,Smartwatch,Wearables,Central,6,1728.65
26-01-2025,Laptop,Computers,East,4,3154.05
27-01-2025,Headphones,Accessories,Central,1,128.55
27-01-2025,Laptop,Computers,East,4,3336.01
28-01-2025,Monitor,Computers,Central,4,1559.75
28-01-2025,Smartwatch,Wearables,South,3,898.47
28-01-2025,Smartwatch,Wearables,East,5,1179.38
29-01-2025,Speaker,Audio,Central,7,1246.61
30-01-2025,Monitor,Computers,North,5,1724.92
30-01-2025,Headphones,Accessories,North,3,362.95
30-01-2025,Keyboard,Accessories,West,5,479.3
30-01-2025,Webcam,Accessories,Central,3,310.07
31-01-2025,Laptop,Computers,Central,2,1639.04
31-01-2025,Keyboard,Accessories,West,3,275.43
31-01-2025,Smartwatch,Wearables,Central,2,461.65
01-02-2025,Smartphone,Mobile,South,3,2107.41
01-02-2025,Speaker,Audio,South,5,786.47
01-02-2025,Laptop,Computers,Central,3,2502.07
02-02-2025,Mouse,Accessories,West,3,117.26
02-02-2025,Laptop,Computers,North,1,917.68
03-02-2025,Smartphone,Mobile,East,4,2500.48
03-02-2025,Webcam,Accessories,East,3,285.47
04-02-2025,Keyboard,Accessories,East,5,438.05
05-02-2025,Headphones,Accessories,Central,2,270.72
05-02-2025,Mouse,Accessories,South,2,88.02
05-02-2025,Smartwatch,Wearables,South,4,1210.4
05-02-2025,Tablet,Mobile,North,3,1574.62
06-02-2025,Webcam,Accessories,East,3,283.38
06-02-2025,Tablet,Mobile,South,2,1144.88
06-02-2025,Webcam,Accessories,East,3,313.32
06-02-2025,Tablet,Mobile,West,4,2251.36
06-02-2025,Mouse,Accessories,East,4,167.21
07-02-2025,Speaker,Audio,South,3,492.66
07-02-2025,Speaker,Audio,North,2,324.75
08-02-2025,Smartphone,Mobile,Central,6,4072.44
08-02-2025,Tablet,Mobile,North,4,2273.16
09-02-2025,Keyboard,Accessories,South,2,142.19
09-02-2025,Keyboard,Accessories,East,3,293.04
09-02-2025,Headphones,Accessories,North,3,359.86
09-02-2025,Smartphone,Mobile,West,2,1074.46
10-02-2025,Laptop,Computers,West,1,971.6
11-02-2025,Monitor,Computers,West,3,1172.94
11-02-2025,Tablet,Mobile,North,3,1506.98
11-02-2025,Monitor,Computers,Central,5,1847.57
11-02-2025,Speaker,Audio,Central,4,719.64
12-02-2025,Monitor,Computers,North,4,1341.54
12-02-2025,Keyboard,Accessories,North,2,197.84
13-02-2025,Monitor,Computers,West,3,1183.23
13-02-2025,Monitor,Computers,Central,2,780.2
14-02-2025,Keyboard,Accessories,East,3,266.3
14-02-2025,Monitor,Computers,South,3,1170.32
14-02-2025,Webcam,Accessories,North,5,487.59
15-02-2025,Webcam,Accessories,North,2,192.27
15-02-2025,Laptop,Computers,Central,5,3936.61
15-02-2025,Tablet,Mobile,West,3,1458.01
16-02-2025,Laptop,Computers,Central,4,3843.78
17-02-2025,Smartwatch,Wearables,West,2,515.13
17-02-2025,Smartphone,Mobile,Central,3,1987.2
17-02-2025,Laptop,Computers,West,2,1534.56
18-02-2025,Webcam,Accessories,South,4,450.08
18-02-2025,Laptop,Computers,East,1,1005.81
18-02-2025,Keyboard,Accessories,East,2,171.75
18-02-2025,Keyboard,Accessories,West,5,500.9
19-02-2025,Laptop,Computers,West,3,2646.4
19-02-2025,Speaker,Audio,South,3,515.85
19-02-2025,Speaker,Audio,East,2,301.12
19-02-2025,Speaker,Audio,North,5,889.5
20-02-2025,Keyboard,Accessories,West,7,677.25
20-02-2025,Laptop,Computers,West,4,3148.38
20-02-2025,Keyboard,Accessories,South,3,267.89
21-02-2025,Speaker,Audio,South,5,754.48
21-02-2025,Tablet,Mobile,West,2,878.32
22-02-2025,Webcam,Accessories,Central,4,400.96
22-02-2025,Speaker,Audio,Central,3,446.5
23-02-2025,Speaker,Audio,South,6,1044.06
23-02-2025,Tablet,Mobile,South,3,1600.8
23-02-2025,Laptop,Computers,South,3,2751.66
24-02-2025,Keyboard,Accessories,East,6,446.59
24-02-2025,Webcam,Accessories,South,1,101.05
25-02-2025,Laptop,Computers,West,2,1853.41
25-02-2025,Laptop,Computers,Central,5,4663.35
25-02-2025,Speaker,Audio,East,3,454.49
25-02-2025,Mouse,Accessories,South,4,143.87
25-02-2025,Speaker,Audio,Central,4,590.99
26-02-2025,Keyboard,Accessories,East,7,650.3
26-02-2025,Smartwatch,Wearables,Central,2,461.18
26-02-2025,Laptop,Computers,North,3,2394.53
27-02-2025,Smartphone,Mobile,Central,6,3453.12
27-02-2025,Speaker,Audio,East,5,836.85
27-02-2025,Webcam,Accessories,South,3,295.63
27-02-2025,Monitor,Computers,Central,2,748.15
27-02-2025,Keyboard,Accessories,South,6,586.08
27-02-2025,Tablet,Mobile,North,2,1017.02
27-02-2025,Mouse,Accessories,Central,4,155.89
27-02-2025,Mouse,Accessories,North,1,45.43
28-02-2025,Headphones,Accessories,Central,3,401.36
28-02-2025,Keyboard,Accessories,South,4,372.68
28-02-2025,Tablet,Mobile,West,4,1679.23
28-02-2025,Monitor,Computers,North,2,794.34
28-02-2025,Smartphone,Mobile,Central,3,1597.46
28-02-2025,Tablet,Mobile,East,3,1624.32
01-03-2025,Speaker,Audio,North,4,751.8
01-03-2025,Tablet,Mobile,West,2,1022.12
01-03-2025,Webcam,Accessories,Central,7,893.2
01-03-2025,Mouse,Accessories,East,2,106.61
02-03-2025,Smartphone,Mobile,Central,1,767.23
02-03-2025,Smartwatch,Wearables,North,3,898.75
02-03-2025,Webcam,Accessories,East,3,322.14
02-03-2025,Monitor,Computers,East,5,2187.55
02-03-2025,Speaker,Audio,West,1,174.81
03-03-2025,Tablet,Mobile,South,8,4895.84
03-03-2025,Mouse,Accessories,West,4,195.12
03-03-2025,Smartwatch,Wearables,Central,6,1745.11
03-03-2025,Keyboard,Accessories,East,4,314.24
04-03-2025,Headphones,Accessories,West,2,335.66
04-03-2025,Mouse,Accessories,South,3,156.18
05-03-2025,Smartphone,Mobile,South,1,771.73
05-03-2025,Smartphone,Mobile,South,4,2997.74
06-03-2025,Headphones,Accessories,East,2,291.8
06-03-2025,Headphones,Accessories,South,5,764.46
07-03-2025,Monitor,Computers,North,4,1703.76
07-03-2025,Monitor,Computers,West,3,1386.3
07-03-2025,Smartwatch,Wearables,South,4,1098.03
07-03-2025,Mouse,Accessories,West,6,286.36
08-03-2025,Keyboard,Accessories,South,5,513.71
08-03-2025,Mouse,Accessories,East,5,256.45
08-03-2025,Headphones,Accessories,West,5,650.08
08-03-2025,Smartphone,Mobile,South,7,5672.73
08-03-2025,Smartphone,Mobile,South,4,3204.56
08-03-2025,Smartphone,Mobile,West,3,2107.46
08-03-2025,Speaker,Audio,North,5,829.13
08-03-2025,Laptop,Computers,West,2,1774.26
09-03-2025,Smartphone,Mobile,Central,2,1559.26
10-03-2025,Tablet,Mobile,South,4,2116.94
10-03-2025,Keyboard,Accessories,North,4,405.76
11-03-2025,Webcam,Accessories,Central,5,616.35
11-03-2025,Smartwatch,Wearables,East,3,864.16
11-03-2025,Webcam,Accessories,Central,5,570.4
12-03-2025,Keyboard,Accessories,East,4,344.08
12-03-2025,Smartphone,Mobile,South,5,3865.55
12-03-2025,Laptop,Computers,South,5,
13-03-2025,Tablet,Mobile,Central,4,2152.3
13-03-2025,Smartphone,Mobile,South,4,3322.16
14-03-2025,Mouse,Accessories,West,3,162.05
14-03-2025,Speaker,Audio,South,3,599.22
15-03-2025,Tablet,Mobile,South,2,1003.79
15-03-2025,Monitor,Computers,South,4,1629
15-03-2025,Smartwatch,Wearables,West,1,
16-03-2025,Smartphone,Mobile,West,3,1930.07
16-03-2025,Mouse,Accessories,North,3,160.95
16-03-2025,Webcam,Accessories,North,1,127.23
17-03-2025,Tablet,Mobile,East,5,2549.57
18-03-2025,Mouse,Accessories,Central,2,98.74
19-03-2025,Tablet,Mobile,Central,3,1540.38
19-03-2025,Mouse,Accessories,East,1,54.99
19-03-2025,Tablet,Mobile,Central,5,2822.3
19-03-2025,Webcam,Accessories,West,3,314.21
19-03-2025,Keyboard,Accessories,Central,4,350.47
20-03-2025,Smartphone,Mobile,Central,4,2933.68
20-03-2025,Tablet,Mobile,South,1,506.33
20-03-2025,Keyboard,Accessories,North,4,332.08
20-03-2025,Headphones,Accessories,East,1,133.94
21-03-2025,Smartphone,Mobile,Central,6,4969.2
21-03-2025,Monitor,Computers,East,3,1086.29
21-03-2025,Keyboard,Accessories,North,6,469.58
22-03-2025,Tablet,Mobile,North,4,2401.96
22-03-2025,Tablet,Mobile,Central,3,1774.89
23-03-2025,Speaker,Audio,South,3,493.78
23-03-2025,Smartwatch,Wearables,South,3,974.73
24-03-2025,Headphones,Accessories,South,5,779.86
24-03-2025,Webcam,Accessories,West,4,363.9
24-03-2025,Keyboard,Accessories,West,5,490.14
25-03-2025,Monitor,Computers,East,3,1181.3
25-03-2025,Speaker,Audio,South,4,616.86
25-03-2025,Webcam,Accessories,North,6,622.05
26-03-2025,Speaker,Audio,North,2,362.74
26-03-2025,Webcam,Accessories,West,1,116.84
26-03-2025,Monitor,Computers,East,1,388.84
26-03-2025,Monitor,Computers,East,2,957.32
26-03-2025,Speaker,Audio,North,3,506.97
28-03-2025,Keyboard,Accessories,North,3,274.46
28-03-2025,Tablet,Mobile,North,1,514.94
29-03-2025,Keyboard,Accessories,East,3,289.53
30-03-2025,Monitor,Computers,South,4,1930.76
30-03-2025,Headphones,Accessories,North,3,450.24
31-03-2025,Keyboard,Accessories,North,2,189.53
31-03-2025,Monitor,Computers,Central,5,2202.67
31-03-2025,Laptop,Computers,South,5,4496.85
31-03-2025,Tablet,Mobile,North,3,1826.43
01-04-2025,Smartphone,Mobile,North,3,2055.73
02-04-2025,Tablet,Mobile,East,6,3721.98
02-04-2025,Headphones,Accessories,South,5,708.98
02-04-2025,Headphones,Accessories,West,4,555.42
03-04-2025,Webcam,Accessories,North,3,306.53
04-04-2025,Tablet,Mobile,South,6,3445.14
04-04-2025,Keyboard,Accessories,East,6,642.9
05-04-2025,Laptop,Computers,North,4,3920.04
06-04-2025,Smartphone,Mobile,South,4,2643.59
07-04-2025,Laptop,Computers,East,5,5098.6
08-04-2025,Keyboard,Accessories,South,6,612.2
08-04-2025,Keyboard,Accessories,East,6,492.29
09-04-2025,Speaker,Audio,Central,4,809.88
10-04-2025,Smartwatch,Wearables,Central,5,1567.6
11-04-2025,Smartwatch,Wearables,West,1,342.2
11-04-2025,Smartphone,Mobile,North,2,1707.14
11-04-2025,Smartphone,Mobile,South,2,1573.2
12-04-2025,Webcam,Accessories,South,1,118.11
12-04-2025,Tablet,Mobile,West,2,1045.98
12-04-2025,Monitor,Computers,North,3,1160.57
12-04-2025,Smartwatch,Wearables,Central,4,1205.71
12-04-2025,Webcam,Accessories,West,1,90.9
13-04-2025,Smartphone,Mobile,East,4,2807.45
13-04-2025,Webcam,Accessories,South,6,681.84
15-04-2025,Mouse,Accessories,Central,3,154.32
15-04-2025,Keyboard,Accessories,East,4,382.07
15-04-2025,Mouse,Accessories,North,7,316.36
15-04-2025,Webcam,Accessories,North,6,584.3
16-04-2025,Smartwatch,Wearables,West,3,1036.56
16-04-2025,Speaker,Audio,Central,3,626.7
16-04-2025,Laptop,Computers,East,5,4663.76
16-04-2025,Smartwatch,Wearables,Central,3,943.47
17-04-2025,Monitor,Computers,West,1,470.62
17-04-2025,Laptop,Computers,South,1,981.1
18-04-2025,Webcam,Accessories,North,1,100.95
18-04-2025,Keyboard,Accessories,East,1,92.66
18-04-2025,Speaker,Audio,Central,1,191.05
18-04-2025,Keyboard,Accessories,East,1,102.48
19-04-2025,Webcam,Accessories,Central,3,329.52
19-04-2025,Smartphone,Mobile,East,3,2193.57
19-04-2025,Webcam,Accessories,West,6,764.64
19-04-2025,Tablet,Mobile,North,2,1020.62
19-04-2025,Speaker,Audio,North,1,164.17
20-04-2025,Smartwatch,Wearables,North,1,283.26
20-04-2025,Speaker,Audio,South,4,783.12
20-04-2025,Keyboard,Accessories,North,1,86.87
21-04-2025,Mouse,Accessories,East,3,152.67
22-04-2025,Tablet,Mobile,West,2,1080.76
22-04-2025,Monitor,Computers,Central,1,427.88
23-04-2025,Keyboard,Accessories,South,4,397.25
23-04-2025,Headphones,Accessories,West,3,365.76
23-04-2025,Smartwatch,Wearables,East,2,665.08
24-04-2025,Webcam,Accessories,North,4,445.59
24-04-2025,Keyboard,Accessories,South,2,187.25
25-04-2025,Keyboard,Accessories,Central,2,181.92
25-04-2025,Keyboard,Accessories,Central,3,308.01
25-04-2025,Keyboard,Accessories,East,4,408.08
26-04-2025,Headphones,Accessories,East,2,264.72
26-04-2025,Smartwatch,Wearables,North,1,301.27
27-04-2025,Tablet,Mobile,Central,4,2217.92
27-04-2025,Speaker,Audio,South,2,375.66
27-04-2025,Keyboard,Accessories,South,6,639.88
28-04-2025,Tablet,Mobile,North,6,3012.66
28-04-2025,Monitor,Computers,North,2,770.24
29-04-2025,Webcam,Accessories,East,3,330.69
29-04-2025,Monitor,Computers,Central,5,2019.69
29-04-2025,Smartwatch,Wearables,South,7,2079.41
30-04-2025,Monitor,Computers,East,6,2479.52
01-05-2025,Speaker,Audio,East,5,807.8
01-05-2025,Speaker,Audio,Central,2,390.34
01-05-2025,Smartphone,Mobile,East,2,1260.93
01-05-2025,Tablet,Mobile,West,2,1200.28
02-05-2025,Keyboard,Accessories,East,3,247.9
02-05-2025,Mouse,Accessories,West,4,170.08
02-05-2025,Mouse,Accessories,Central,5,252.81
02-05-2025,Smartwatch,Wearables,Central,3,832.78
03-05-2025,Headphones,Accessories,East,5,810.2
03-05-2025,Tablet,Mobile,South,5,3119.15
04-05-2025,Headphones,Accessories,South,3,512.22
04-05-2025,Monitor,Computers,North,2,744.45
04-05-2025,Tablet,Mobile,South,3,1589.62
05-05-2025,Keyboard,Accessories,South,5,389.16
05-05-2025,Keyboard,Accessories,Central,1,92.96
06-05-2025,Mouse,Accessories,West,2,107.88
06-05-2025,Smartphone,Mobile,Central,6,4375.92
06-05-2025,Monitor,Computers,Central,4,
07-05-2025,Smartwatch,Wearables,West,2,628.38
07-05-2025,Speaker,Audio,West,7,1044.85
07-05-2025,Webcam,Accessories,East,4,397.04
08-05-2025,Keyboard,Accessories,North,3,293
08-05-2025,Tablet,Mobile,West,2,1129.96
08-05-2025,Monitor,Computers,South,6,2259.89
09-05-2025,Headphones,Accessories,Central,1,123.01
09-05-2025,Tablet,Mobile,West,3,1415.17
10-05-2025,Keyboard,Accessories,Central,6,523.92
10-05-2025,Headphones,Accessories,North,6,882.54
12-05-2025,Tablet,Mobile,North,3,1586.99
12-05-2025,Keyboard,Accessories,Central,7,683.69
12-05-2025,Webcam,Accessories,West,2,188.09
13-05-2025,Smartwatch,Wearables,South,1,279.03
13-05-2025,Monitor,Computers,Central,2,897.71
14-05-2025,Smartphone,Mobile,South,3,2315.82
14-05-2025,Mouse,Accessories,West,3,146.73
14-05-2025,Webcam,Accessories,East,3,328.92
15-05-2025,Laptop,Computers,East,3,3002.64
15-05-2025,Smartphone,Mobile,East,4,3334.6
16-05-2025,Webcam,Accessories,North,4,435.03
16-05-2025,Smartphone,Mobile,East,3,2036.95
16-05-2025,Monitor,Computers,West,5,2104.3
16-05-2025,Keyboard,Accessories,East,2,191.44
16-05-2025,Smartphone,Mobile,Central,1,722.37
16-05-2025,Keyboard,Accessories,West,3,303.72
17-05-2025,Webcam,Accessories,West,3,338.88
17-05-2025,Laptop,Computers,East,2,1960.88
17-05-2025,Tablet,Mobile,Central,3,1434.17
17-05-2025,Keyboard,Accessories,South,3,301.92
17-05-2025,Mouse,Accessories,South,4,196.45
18-05-2025,Monitor,Computers,East,1,342.14
18-05-2025,Webcam,Accessories,Central,4,479.2
18-05-2025,Laptop,Computers,West,4,4179.28
19-05-2025,Mouse,Accessories,East,4,176.86
19-05-2025,Tablet,Mobile,Central,6,3655.8
19-05-2025,Webcam,Accessories,Central,1,96.59
20-05-2025,Smartwatch,Wearables,South,5,1735.55
20-05-2025,Mouse,Accessories,East,3,144.32
20-05-2025,Headphones,Accessories,North,5,754.35
20-05-2025,Keyboard,Accessories,South,2,199.16
20-05-2025,Keyboard,Accessories,West,5,392.44
21-05-2025,Headphones,Accessories,Central,5,747.4
21-05-2025,Monitor,Computers,West,4,1642.46
21-05-2025,Headphones,Accessories,Central,5,707.8
22-05-2025,Smartwatch,Wearables,South,5,1355.04
22-05-2025,Headphones,Accessories,West,4,631.08
23-05-2025,Keyboard,Accessories,North,2,188.77
23-05-2025,Tablet,Mobile,North,2,1093.96
23-05-2025,Smartwatch,Wearables,South,3,1028.01
24-05-2025,Speaker,Audio,North,4,728.65
25-05-2025,Webcam,Accessories,West,2,232.64
26-05-2025,Webcam,Accessories,West,2,197.87
26-05-2025,Smartwatch,Wearables,South,5,1248.84
26-05-2025,Monitor,Computers,West,3,1480.92
26-05-2025,Keyboard,Accessories,Central,5,427.6
27-05-2025,Monitor,Computers,North,6,2279.76
27-05-2025,Speaker,Audio,East,5,922.95
27-05-2025,Speaker,Audio,South,3,515.46
27-05-2025,Mouse,Accessories,East,5,241.7
27-05-2025,Laptop,Computers,South,4,3972.8
27-05-2025,Smartphone,Mobile,West,1,734.2
27-05-2025,Webcam,Accessories,North,5,602.3
27-05-2025,Mouse,Accessories,East,3,152.67
28-05-2025,Webcam,Accessories,Central,4,
28-05-2025,Tablet,Mobile,West,3,1826.39
29-05-2025,Mouse,Accessories,East,4,210.22
29-05-2025,Keyboard,Accessories,North,4,419.84
30-05-2025,Webcam,Accessories,Central,4,493.72
30-05-2025,Tablet,Mobile,North,1,565.05
30-05-2025,Tablet,Mobile,West,6,3403.98
31-05-2025,Monitor,Computers,South,3,1276.14
31-05-2025,Smartwatch,Wearables,East,2,518.54
31-05-2025,Smartphone,Mobile,North,4,3137.8
31-05-2025,Speaker,Audio,South,2,398.36
01-06-2025,Smartphone,Mobile,North,2,1598
01-06-2025,Smartphone,Mobile,East,2,1648.96
01-06-2025,Smartphone,Mobile,West,2,1290.51
02-06-2025,Keyboard,Accessories,West,5,539.3
03-06-2025,Mouse,Accessories,West,3,146.5
03-06-2025,Monitor,Computers,East,3,1356.69
05-06-2025,Speaker,Audio,East,4,808.44
05-06-2025,Monitor,Computers,North,5,2134.2
05-06-2025,Smartwatch,Wearables,South,4,1020.35
06-06-2025,Speaker,Audio,Central,1,192.74
06-06-2025,Webcam,Accessories,East,3,375.51
06-06-2025,Keyboard,Accessories,South,2,180.49
06-06-2025,Monitor,Computers,West,4,1553.36
08-06-2025,Keyboard,Accessories,East,2,177.57
08-06-2025,Laptop,Computers,South,3,2714.98
08-06-2025,Monitor,Computers,Central,5,2097.05
08-06-2025,Headphones,Accessories,East,4,632.76
10-06-2025,Smartphone,Mobile,South,3,2432.46
10-06-2025,Laptop,Computers,West,4,3821.98
10-06-2025,Headphones,Accessories,South,3,491.46
11-06-2025,Monitor,Computers,East,4,1856.8
12-06-2025,Tablet,Mobile,South,6,3513.72
12-06-2025,Tablet,Mobile,East,2,1218.34
14-06-2025,Tablet,Mobile,North,4,2341.4
14-06-2025,Mouse,Accessories,West,4,168.96
14-06-2025,Monitor,Computers,South,2,722.05
14-06-2025,Smartphone,Mobile,West,2,1464.77
14-06-2025,Headphones,Accessories,Central,4,649.76
14-06-2025,Mouse,Accessories,North,3,122.64
15-06-2025,Headphones,Accessories,West,5,750.26
15-06-2025,Headphones,Accessories,North,3,402.96
16-06-2025,Headphones,Accessories,South,1,133.63
16-06-2025,Speaker,Audio,South,2,362.43
17-06-2025,Keyboard,Accessories,North,5,494.05
17-06-2025,Keyboard,Accessories,South,6,675.84
17-06-2025,Headphones,Accessories,North,1,136.03
18-06-2025,Monitor,Computers,South,2,804.47
18-06-2025,Mouse,Accessories,South,4,215.12
18-06-2025,Headphones,Accessories,East,6,884.28
19-06-2025,Keyboard,Accessories,West,1,102.45
19-06-2025,Headphones,Accessories,South,5,783.7
20-06-2025,Tablet,Mobile,West,1,535.63
21-06-2025,Tablet,Mobile,South,2,1234.12
21-06-2025,Webcam,Accessories,East,3,282.65
21-06-2025,Laptop,Computers,South,6,5550.09
22-06-2025,Smartphone,Mobile,West,2,1570.48
22-06-2025,Keyboard,Accessories,South,2,205.4
23-06-2025,Laptop,Computers,North,5,4954.41
23-06-2025,Smartwatch,Wearables,East,4,1266.32
23-06-2025,Smartphone,Mobile,West,5,3769.74
23-06-2025,Headphones,Accessories,East,5,783.7
24-06-2025,Webcam,Accessories,North,3,297.73
25-06-2025,Speaker,Audio,West,5,859.99
26-06-2025,Webcam,Accessories,South,3,375.78
26-06-2025,Webcam,Accessories,North,7,887.81
26-06-2025,Mouse,Accessories,North,2,90.41
27-06-2025,Tablet,Mobile,South,3,1561.28
27-06-2025,Speaker,Audio,Central,1,213.3
28-06-2025,Monitor,Computers,North,4,1855.92
29-06-2025,Laptop,Computers,East,3,2707.83
29-06-2025,Tablet,Mobile,North,2,1170.76
30-06-2025,Tablet,Mobile,East,3,1678.2
30-06-2025,Speaker,Audio,West,3,474.91
30-06-2025,Webcam,Accessories,North,4,454.16
30-06-2025,Monitor,Computers,West,3,1204.59
01-07-2025,Laptop,Computers,West,2,1486.19
01-07-2025,Webcam,Accessories,North,1,88.44
01-07-2025,Headphones,Accessories,Central,4,433.53
01-07-2025,Monitor,Computers,South,5,1775.69
01-07-2025,Laptop,Computers,South,3,2320.03
02-07-2025,Mouse,Accessories,West,2,85.58
02-07-2025,Mouse,Accessories,Central,3,136.29
02-07-2025,Mouse,Accessories,North,4,171.92
04-07-2025,Smartwatch,Wearables,Central,1,301.45
04-07-2025,Smartphone,Mobile,South,3,1728.21
05-07-2025,Headphones,Accessories,West,1,144.32
06-07-2025,Headphones,Accessories,West,5,699.6
06-07-2025,Mouse,Accessories,East,4,189.36
07-07-2025,Smartwatch,Wearables,East,3,823.34
07-07-2025,Laptop,Computers,South,5,3427.72
07-07-2025,Mouse,Accessories,Central,1,39.46
07-07-2025,Laptop,Computers,East,1,911.86
08-07-2025,Speaker,Audio,West,2,280.14
09-07-2025,Mouse,Accessories,East,5,167.8
09-07-2025,Mouse,Accessories,North,3,111.12
09-07-2025,Laptop,Computers,East,2,1364.61
10-07-2025,Headphones,Accessories,South,2,278.52
10-07-2025,Smartphone,Mobile,East,4,2226.39
10-07-2025,Webcam,Accessories,South,6,585.18
11-07-2025,Webcam,Accessories,Central,3,286.59
11-07-2025,Mouse,Accessories,North,4,160.67
11-07-2025,Laptop,Computers,South,3,2574.69
11-07-2025,Webcam,Accessories,North,2,166.87
11-07-2025,Monitor,Computers,Central,3,1179.06
12-07-2025,Speaker,Audio,West,3,540.72
12-07-2025,Keyboard,Accessories,Central,4,281.7
12-07-2025,Tablet,Mobile,North,4,1698.19
12-07-2025,Mouse,Accessories,West,3,121.33
13-07-2025,Monitor,Computers,West,3,1077.22
13-07-2025,Smartwatch,Wearables,East,3,686.78
13-07-2025,Webcam,Accessories,North,3,302.43
13-07-2025,Keyboard,Accessories,South,1,84.06
13-07-2025,Monitor,Computers,Central,5,1575.47
14-07-2025,Headphones,Accessories,North,3,406.44
14-07-2025,Laptop,Computers,West,3,2331.21
14-07-2025,Speaker,Audio,West,1,156.19
14-07-2025,Webcam,Accessories,West,4,359.86
15-07-2025,Mouse,Accessories,Central,4,185.04
16-07-2025,Mouse,Accessories,North,3,139.35
16-07-2025,Mouse,Accessories,East,3,143.58
16-07-2025,Monitor,Computers,South,3,992.82
16-07-2025,Speaker,Audio,West,3,470.77
17-07-2025,Smartphone,Mobile,North,1,574.48
17-07-2025,Tablet,Mobile,South,3,1411.77
